time_s,event,mode,sent,packets,seq,free,fill,received,read,high,outstanding,effective_free,controller_budget,waits
0.116773,status,pi,0,0,0,131072,0,8387334,8387334,125816,0,131072,0.000,0
0.317469,start,pi,0,0,0,131072,0,8387334,8387334,125816,0,131072,0.000,0
0.387818,status,pi,0,0,0,131072,0,8387334,0,0,0,131072,0.000,0
0.401663,send,pi,5760,32,32,131072,0,8387334,0,0,0,131072,1231.397,0
0.436434,status,pi,11160,62,62,131072,0,0,0,0,11160,119912,0.000,2
0.456160,send,pi,11520,64,64,131072,0,0,0,0,11520,119552,1231.554,2
0.533773,send,pi,17280,96,96,131072,0,0,0,0,17280,113792,1231.869,5
0.628021,send,pi,23040,128,128,131072,0,0,0,0,23040,108032,1232.262,9
0.723278,send,pi,28800,160,160,131072,0,0,0,0,28800,102272,1232.655,13
0.807714,send,pi,34560,192,192,131072,0,0,0,0,34560,96512,1232.970,16
0.904026,send,pi,40320,224,224,131072,0,0,0,0,40320,90752,1233.363,20
1.004196,send,pi,46080,256,256,131072,0,0,0,0,46080,84992,1233.756,24
1.098495,send,pi,51840,288,288,131072,0,0,0,0,51840,79232,1234.071,28
1.197159,send,pi,57600,320,320,131072,0,0,0,0,57600,73472,1234.464,32
1.293268,send,pi,63360,352,352,131072,0,0,0,0,63360,67712,1234.857,36
1.365108,send,pi,69120,384,384,131072,0,0,0,0,69120,61952,1235.172,38
1.464794,send,pi,74880,416,416,131072,0,0,0,0,74880,56192,1235.565,42
1.563187,send,pi,80640,448,448,131072,0,0,0,0,80640,50432,1235.958,46
1.637902,wait,pi,85140,473,473,131072,0,0,0,0,85140,45932,1236.194,50
1.661986,send,pi,86400,480,480,131072,0,0,0,0,86400,44672,1236.351,50
1.740474,status,pi,91080,506,506,66228,64844,68940,4096,66600,22140,44088,0.000,53
1.744233,send,pi,92160,512,512,66228,64844,68940,4096,66600,23220,43008,847.550,53
1.879788,status,pi,96480,536,536,64024,67048,75240,8192,68072,21240,42784,0.000,59
1.882854,send,pi,97920,544,544,64024,67048,75240,8192,68072,22680,41344,834.512,59
2.007811,status,pi,102240,568,568,58760,72312,84600,12288,73336,17640,41120,0.000,65
2.040329,send,pi,103680,576,576,58760,72312,84600,12288,73336,19080,39680,803.094,66
2.099813,status,pi,106380,591,591,59076,71996,88380,16384,75068,18000,41076,0.000,69
2.185978,send,pi,109440,608,608,59076,71996,88380,16384,75068,21060,38016,805.158,72
2.236627,status,pi,111960,622,622,54352,76720,97200,20480,77744,14760,39592,0.000,74
2.339927,send,pi,115200,640,640,54352,76720,97200,20480,77744,18000,36352,776.942,78
2.371606,status,pi,117360,652,652,53408,77664,102240,24576,79836,15120,38288,0.000,80
2.472336,send,pi,120960,672,672,53408,77664,102240,24576,79836,18720,34688,771.395,83
2.507507,status,pi,122040,678,678,49944,81128,109800,28672,82276,12240,37704,0.000,85
2.635846,send,pi,126720,704,704,49944,81128,109800,28672,82276,16920,33024,750.724,90
2.643977,status,pi,127260,707,707,45040,86032,118800,32768,87056,8460,36580,0.000,91
2.794452,send,pi,132480,736,736,45040,86032,118800,32768,87056,13680,31360,721.379,97
2.822363,status,pi,133020,739,739,39596,91476,128340,36864,92500,4680,34916,0.000,98
2.857008,wait,pi,135180,751,751,39596,91476,128340,36864,92500,6840,32756,688.735,100
2.911761,status,pi,137160,762,762,39372,91700,132660,40960,92724,4500,34872,0.000,102
2.946691,send,pi,138240,768,768,39372,91700,132660,40960,92724,5580,33792,687.418,103
3.000357,status,pi,140040,778,778,37528,93544,138600,45056,95176,1440,36088,0.000,106
3.115088,send,pi,144000,800,800,37528,93544,138600,45056,95176,5400,32128,676.388,110
3.136592,status,pi,144000,800,800,36944,94128,143280,49152,95176,720,36224,0.000,111
3.271573,status,pi,148680,826,826,36900,94172,147420,53248,95500,1260,35640,0.000,117
3.301344,send,pi,149760,832,832,36900,94172,147420,53248,95500,2340,34560,672.650,118
3.409813,status,pi,153720,854,854,36316,94756,152100,57344,95780,1620,34696,0.000,122
3.460960,send,pi,155520,864,864,36316,94756,152100,57344,95780,3420,32896,669.175,124
3.539890,status,pi,158220,879,879,37712,93360,154800,61440,95780,3420,34292,0.000,128
3.626283,send,pi,161280,896,896,37712,93360,154800,61440,95780,6480,31232,677.579,131
3.675613,status,pi,162900,905,905,36948,94124,159660,65536,95992,3240,33708,0.000,134
3.763788,status,pi,165600,920,920,36904,94168,163800,69632,95992,1800,35104,0.000,137
3.809411,send,pi,167040,928,928,36904,94168,163800,69632,95992,3240,33664,672.762,139
3.969527,send,pi,172800,960,960,36904,94168,163800,69632,95992,9000,27904,672.789,146
3.997936,status,pi,173700,965,965,35780,95292,169020,73728,96508,4680,31100,0.000,148
4.040534,status,pi,174960,972,972,37896,93176,171000,77824,96508,3960,33936,0.000,149
4.052292,wait,pi,175680,976,976,37896,93176,171000,77824,96508,4680,33216,678.753,150
4.142530,send,pi,178560,992,992,37896,93176,171000,77824,96508,7560,30336,678.773,153
4.215894,status,pi,181080,1006,1006,35332,95740,177660,81920,96956,3420,31912,0.000,157
4.309117,send,pi,184320,1024,1024,35332,95740,177660,81920,96956,6660,28672,663.412,160
4.312785,status,pi,184500,1025,1025,37988,93084,179100,86016,96956,5400,32588,0.000,161
4.488369,status,pi,189900,1055,1055,35244,95828,185940,90112,96956,3960,31284,0.000,168
4.498519,send,pi,190080,1056,1056,35244,95828,185940,90112,96956,4140,31104,662.919,168
4.575460,status,pi,193140,1073,1073,35920,95152,189360,94208,97088,3780,32140,0.000,172
4.644152,send,pi,195840,1088,1088,35920,95152,189360,94208,97088,6480,29440,666.993,174
4.671696,status,pi,196560,1092,1092,34796,96276,194580,98304,97672,1980,32816,0.000,176
4.803607,status,pi,200520,1114,1114,34932,96140,198540,102400,97828,1980,32952,0.000,182
4.830470,send,pi,201600,1120,1120,34932,96140,198540,102400,97828,3060,31872,661.081,182
4.936196,status,pi,205020,1139,1139,34528,96544,203040,106496,97828,1980,32548,0.000,187
5.014627,send,pi,207360,1152,1152,34528,96544,203040,106496,97828,4320,30208,658.671,190
5.075898,status,pi,209700,1165,1165,33944,97128,207720,110592,98152,1980,31964,0.000,193
5.186981,send,pi,213120,1184,1184,33944,97128,207720,110592,98152,5400,28544,655.177,197
5.209263,status,pi,213660,1187,1187,35160,95912,210600,114688,98152,3060,32100,0.000,198
5.247512,wait,pi,215640,1198,1198,35160,95912,210600,114688,98152,5040,30120,662.479,200
5.343874,status,pi,218340,1213,1213,33676,97396,216180,118784,98420,2160,31516,0.000,204
5.362189,send,pi,218880,1216,1216,33676,97396,216180,118784,98420,2700,30976,653.584,204
5.434328,status,pi,221220,1229,1229,35432,95640,218520,122880,98420,2700,32732,0.000,207
5.532383,send,pi,224640,1248,1248,35432,95640,218520,122880,98420,6120,29312,664.133,211
5.567699,status,pi,225540,1253,1253,34848,96224,223200,126976,98420,2340,32508,0.000,213
5.701172,status,pi,230220,1279,1279,33904,97168,228240,131072,98496,1980,31924,0.000,218
5.704025,send,pi,230400,1280,1280,33904,97168,228240,131072,98496,2160,31744,654.980,218
5.840748,status,pi,234720,1304,1304,33500,97572,232740,135168,98844,1980,31520,0.000,224
5.897376,send,pi,236160,1312,1312,33500,97572,232740,135168,98844,3420,30080,652.563,226
5.975482,status,pi,239220,1329,1329,34176,96896,236160,139264,98844,3060,31116,0.000,230
6.052947,send,pi,241920,1344,1344,34176,96896,236160,139264,98844,5760,28416,656.626,232
6.195587,status,pi,246600,1370,1370,34312,96760,240120,143360,98932,6480,27832,0.000,238
6.195903,status,pi,246600,1370,1370,36428,94644,242100,147456,98932,4500,31928,0.000,238
6.226453,send,pi,247680,1376,1376,36428,94644,242100,147456,98932,5580,30848,670.151,239
6.331851,status,pi,250560,1392,1392,36024,95048,246600,151552,98932,3960,32064,0.000,244
6.403692,send,pi,253440,1408,1408,36024,95048,246600,151552,98932,6840,29184,667.752,247
6.455519,wait,pi,255240,1418,1418,36024,95048,246600,151552,98932,8640,27384,667.757,250
6.467668,status,pi,255240,1418,1418,32920,98152,253800,155648,99480,1440,31480,0.000,250
6.578979,send,pi,259200,1440,1440,32920,98152,253800,155648,99480,5400,27520,649.134,254
6.603490,status,pi,260460,1447,1447,33416,97656,257400,159744,99592,3060,30356,0.000,256
6.736021,status,pi,264240,1468,1468,33012,98060,261900,163840,99592,2340,30672,0.000,262
6.758087,send,pi,264960,1472,1472,33012,98060,261900,163840,99592,3060,29952,649.690,262
6.875782,status,pi,268200,1490,1490,33868,97204,265140,167936,99592,3060,30808,0.000,267
6.924384,send,pi,270720,1504,1504,33868,97204,265140,167936,99592,5580,28288,654.830,269
7.011682,status,pi,272880,1516,1516,32924,98148,270180,172032,100016,2700,30224,0.000,273
7.100848,status,pi,276120,1534,1534,34680,96392,272520,176128,100016,3600,31080,0.000,277
7.112099,send,pi,276480,1536,1536,34680,96392,272520,176128,100016,3960,30720,659.707,277
7.231962,status,pi,280080,1556,1556,32116,98956,279180,180224,100016,900,31216,0.000,282
7.298414,send,pi,282240,1568,1568,32116,98956,279180,180224,100016,3060,29056,644.330,285
7.367949,status,pi,284580,1581,1581,32792,98280,282600,184320,100016,1980,30812,0.000,288
7.468298,send,pi,288000,1600,1600,32792,98280,282600,184320,100016,5400,27392,648.385,292
7.507967,status,pi,289080,1606,1606,31668,99404,287820,188416,100428,1260,30408,0.000,294
7.633368,wait,pi,293580,1631,1631,31668,99404,287820,188416,100428,5760,25908,641.635,300
7.637108,status,pi,293580,1631,1631,33064,98008,290520,192512,100428,3060,30004,0.000,300
7.654227,send,pi,293760,1632,1632,33064,98008,290520,192512,100428,3240,29824,650.011,300
7.817287,status,pi,299340,1663,1663,33740,97332,293940,196608,100428,5400,28340,0.000,307
7.830134,send,pi,299520,1664,1664,33740,97332,293940,196608,100428,5580,28160,654.070,307
7.864248,status,pi,300780,1671,1671,32976,98096,298800,200704,100428,1980,30996,0.000,309
7.996615,send,pi,305280,1696,1696,32976,98096,298800,200704,100428,6480,26496,649.488,314
8.003613,status,pi,305280,1696,1696,32932,98140,302940,204800,100492,2340,30592,0.000,315
8.132925,status,pi,309240,1718,1718,32168,98904,307800,208896,100492,1440,30728,0.000,320
8.163534,send,pi,311040,1728,1728,32168,98904,307800,208896,100492,3240,28928,644.639,321
8.267939,status,pi,313740,1743,1743,31584,99488,312480,212992,100512,1260,30324,0.000,326
8.345488,send,pi,316800,1760,1760,31584,99488,312480,212992,100512,4320,27264,641.128,329
8.448347,status,pi,319500,1775,1775,31900,99172,316260,217088,100512,3240,28660,0.000,334
8.522742,send,pi,322560,1792,1792,31900,99172,316260,217088,100512,6300,25600,643.017,337
8.545612,status,pi,322920,1794,1794,32036,99036,320220,221184,100512,2700,29336,0.000,338
8.714752,send,pi,328320,1824,1824,32036,99036,320220,221184,100512,8100,23936,643.828,345
8.767577,status,pi,329760,1832,1832,32172,98900,324180,225280,100768,5580,26592,0.000,348
8.767882,status,pi,329760,1832,1832,35188,95884,325260,229376,100768,4500,30688,0.000,348
8.811746,wait,pi,331740,1843,1843,35188,95884,325260,229376,100768,6480,28708,662.744,350
8.882057,send,pi,334080,1856,1856,35188,95884,325260,229376,100768,8820,26368,662.752,352
8.899650,status,pi,334440,1858,1858,31544,99528,333000,233472,100768,1440,30104,0.000,353
9.035834,status,pi,338940,1883,1883,31680,99392,336960,237568,100968,1980,29700,0.000,359
9.070951,send,pi,339840,1888,1888,31680,99392,336960,237568,100968,2880,28800,641.696,360
9.168183,status,pi,342720,1904,1904,32536,98536,340200,241664,100968,2520,30016,0.000,364
9.244241,send,pi,345600,1920,1920,32536,98536,340200,241664,100968,5400,27136,646.827,367
9.304836,status,pi,347220,1929,1929,34112,96960,342720,245760,100968,4500,29612,0.000,370
9.438629,send,pi,351360,1952,1952,34112,96960,342720,245760,100968,8640,25472,656.290,375
9.483686,status,pi,353160,1962,1962,31548,99524,349380,249856,100968,3780,27768,0.000,377
9.527759,status,pi,354420,1969,1969,32764,98308,352260,253952,100968,2160,30604,0.000,379
9.590634,send,pi,357120,1984,1984,32764,98308,352260,253952,100968,4860,27904,648.202,381
9.664228,status,pi,358920,1994,1994,31460,99612,357660,258048,100968,1260,30200,0.000,384
9.779420,send,pi,362880,2016,2016,31460,99612,357660,258048,100968,5220,26240,640.372,389
9.799965,status,pi,362880,2016,2016,31596,99476,361620,262144,100968,1260,30336,0.000,390
9.936154,status,pi,367380,2041,2041,31372,99700,365940,266240,101208,1440,29932,0.000,396
9.961338,send,pi,368640,2048,2048,31372,99700,365940,266240,101208,2700,28672,639.834,397
10.006164,wait,pi,370440,2058,2058,31372,99700,365940,266240,101208,4500,26872,639.832,400
10.068143,status,pi,371700,2065,2065,30968,100104,370440,270336,101208,1260,29708,0.000,402
10.127246,send,pi,374400,2080,2080,30968,100104,370440,270336,101208,3960,27008,637.400,404
10.203815,status,pi,376200,2090,2090,31644,99428,373860,274432,101208,2340,29304,0.000,408
10.309421,send,pi,380160,2112,2112,31644,99428,373860,274432,101208,6300,25344,641.446,412
10.344043,status,pi,380700,2115,2115,31960,99112,377640,278528,101208,3060,28900,0.000,414
10.432532,status,pi,383760,2132,2132,32816,98256,380880,282624,101208,2880,29936,0.000,417
10.500294,send,pi,385920,2144,2144,32816,98256,380880,282624,101208,5040,27776,648.474,420
10.563903,status,pi,387900,2155,2155,31332,99740,386460,286720,101208,1440,29892,0.000,423
10.667703,send,pi,391680,2176,2176,31332,99740,386460,286720,101208,5220,26112,639.563,427
10.703798,status,pi,392400,2180,2180,31288,99784,390600,290816,101208,1800,29488,0.000,429
10.838073,status,pi,396540,2203,2203,30884,100188,395100,294912,101212,1440,29444,0.000,434
10.862015,send,pi,397440,2208,2208,30884,100188,395100,294912,101212,2340,28544,636.863,435
10.971600,status,pi,400680,2226,2226,31200,99872,398880,299008,101212,1800,29400,0.000,440
11.043211,send,pi,403200,2240,2240,31200,99872,398880,299008,101212,4320,26880,638.747,443
11.151726,status,pi,406440,2258,2258,32056,99016,402120,303104,101212,4320,27736,0.000,448
11.185888,wait,pi,408240,2268,2268,32056,99016,402120,303104,101212,6120,25936,643.876,450
11.199787,status,pi,408240,2268,2268,32192,98880,406080,307200,101356,2160,30032,0.000,450
11.208080,send,pi,408960,2272,2272,32192,98880,406080,307200,101356,2880,29312,644.691,450
11.327491,status,pi,412740,2293,2293,31428,99644,410940,311296,101356,1800,29628,0.000,456
11.389984,send,pi,414720,2304,2304,31428,99644,410940,311296,101356,3780,27648,640.102,458
11.463959,status,pi,416700,2315,2315,31024,100048,415440,315392,101356,1260,29764,0.000,461
11.579980,send,pi,420480,2336,2336,31024,100048,415440,315392,101356,5040,25984,637.666,466
11.599932,status,pi,420480,2336,2336,31340,99732,419220,319488,101356,1260,30080,0.000,467
11.735872,status,pi,424980,2361,2361,32376,98696,422280,323584,101356,2700,29676,0.000,473
11.759778,send,pi,426240,2368,2368,32376,98696,422280,323584,101356,3960,28416,645.768,474
11.867794,status,pi,429480,2386,2386,31072,100000,427680,327680,101356,1800,29272,0.000,479
11.939578,send,pi,432000,2400,2400,31072,100000,427680,327680,101356,4320,26752,637.937,482
12.007419,status,pi,434520,2414,2414,31208,99864,431640,331776,101356,2880,28328,0.000,486
12.096141,status,pi,436860,2427,2427,32424,98648,434520,335872,101356,2340,30084,0.000,489
12.120232,send,pi,437760,2432,2432,32424,98648,434520,335872,101356,3240,29184,646.039,490
12.233016,status,pi,441000,2450,2450,32020,99052,439020,339968,101356,1980,30040,0.000,495
12.292511,send,pi,443520,2464,2464,32020,99052,439020,339968,101356,4500,27520,643.611,497
12.337229,wait,pi,444780,2471,2471,32020,99052,439020,339968,101356,5760,26260,643.610,500
12.367606,status,pi,445500,2475,2475,32336,98736,442800,344064,101356,2700,29636,0.000,501
12.466689,send,pi,449280,2496,2496,32336,98736,442800,344064,101356,6480,25856,645.503,504
12.499690,status,pi,450000,2500,2500,30492,100580,448740,348160,101604,1260,29232,0.000,506
12.635704,status,pi,454500,2525,2525,31888,99184,451440,352256,101604,3060,28828,0.000,512
12.646704,send,pi,455040,2528,2528,31888,99184,451440,352256,101604,3600,28288,642.801,512
12.842626,send,pi,460800,2560,2560,31888,99184,451440,352256,101604,9360,22528,642.794,520
12.863838,status,pi,461520,2564,2564,31484,99588,455940,356352,101604,5580,25904,0.000,521
12.864192,status,pi,461520,2564,2564,33780,97292,457740,360448,101604,3780,30000,0.000,521
12.996789,status,pi,465480,2586,2586,36436,94636,459180,364544,101604,6300,30136,0.000,527
13.009089,send,pi,466560,2592,2592,36436,94636,459180,364544,101604,7380,29056,670.093,527
13.128422,status,pi,470160,2612,2612,34412,96660,465300,368640,101604,4860,29552,0.000,532
13.199326,send,pi,472320,2624,2624,34412,96660,465300,368640,101604,7020,27392,657.969,535
13.264135,status,pi,474840,2638,2638,32928,98144,470880,372736,101604,3960,28968,0.000,538
13.361039,send,pi,478080,2656,2656,32928,98144,470880,372736,101604,7200,25728,649.070,542
13.403751,status,pi,479340,2663,2663,31624,99448,476280,376832,101620,3060,28564,0.000,544
13.532000,send,pi,483840,2688,2688,31624,99448,476280,376832,101620,7560,24064,641.239,549
13.532115,wait,pi,483840,2688,2688,31624,99448,476280,376832,101620,7560,24064,641.239,550
13.537828,status,pi,483840,2688,2688,31220,99852,480780,380928,101720,3060,28160,0.000,550
13.675488,status,pi,488340,2713,2713,31716,99356,484380,385024,101720,3960,27756,0.000,556
13.716783,send,pi,489600,2720,2720,31716,99356,484380,385024,101720,5220,26496,641.781,557
13.759920,status,pi,490140,2723,2723,34012,97060,486180,389120,101720,3960,30052,0.000,559
13.886655,send,pi,495360,2752,2752,34012,97060,486180,389120,101720,9180,24832,655.562,564
13.944260,status,pi,496800,2760,2760,30908,100164,493380,393216,101720,3420,27488,0.000,567
14.033000,status,pi,499680,2776,2776,31044,100028,497340,397312,101720,2340,28704,0.000,570
14.079262,send,pi,501120,2784,2784,31044,100028,497340,397312,101720,3780,27264,637.746,572
14.167881,status,pi,503820,2799,2799,30100,100972,502380,401408,101996,1440,28660,0.000,576
14.247031,send,pi,506880,2816,2816,30100,100972,502380,401408,101996,4500,25600,632.066,579
14.299555,status,pi,508140,2823,2823,31316,99756,505260,405504,101996,2880,28436,0.000,582
14.431292,send,pi,512640,2848,2848,31316,99756,505260,405504,101996,7380,23936,639.350,587
14.483716,status,pi,513900,2855,2855,32532,98540,508140,409600,101996,5760,26772,0.000,590
14.527946,status,pi,515880,2866,2866,32128,98944,512640,413696,101996,3240,28888,0.000,592
14.614904,send,pi,518400,2880,2880,32128,98944,512640,413696,101996,5760,26368,644.217,595
14.707890,status,pi,521100,2895,2895,32444,98628,516420,417792,101996,4680,27764,0.000,599
14.713127,wait,pi,521640,2898,2898,32444,98628,516420,417792,101996,5220,27224,646.110,600
14.799735,status,pi,523620,2909,2909,31500,99572,521460,421888,101996,2160,29340,0.000,603
14.800982,send,pi,524160,2912,2912,31500,99572,521460,421888,101996,2700,28800,640.444,603
14.935686,status,pi,528120,2934,2934,30196,100876,526860,425984,102204,1260,28936,0.000,609
14.966781,send,pi,529920,2944,2944,30196,100876,526860,425984,102204,3060,27136,632.609,610
15.112424,status,pi,534060,2967,2967,31052,100020,530100,430080,102204,3960,27092,0.000,616
15.161137,send,pi,535680,2976,2976,31052,100020,530100,430080,102204,5580,25472,637.726,618
15.205020,status,pi,536940,2983,2983,32628,98444,532620,434176,102204,4320,28308,0.000,620
15.295669,status,pi,540180,3001,3001,31144,99928,538200,438272,102204,1980,29164,0.000,624
15.331617,send,pi,541440,3008,3008,31144,99928,538200,438272,102204,3240,27904,638.274,625
15.429636,status,pi,544680,3026,3026,33080,97992,540360,442368,102204,4320,28760,0.000,630
15.519899,send,pi,547200,3040,3040,33080,97992,540360,442368,102204,6840,26240,649.884,633
15.559656,status,pi,548640,3048,3048,30876,100196,546660,446464,102204,1980,28896,0.000,635
15.689799,send,pi,552960,3072,3072,30876,100196,546660,446464,102204,6300,24576,636.650,640
15.699549,status,pi,552960,3072,3072,30472,100600,551160,450560,102204,1800,28672,0.000,641
15.834430,status,pi,557100,3095,3095,30788,100284,554940,454656,102204,2160,28628,0.000,646
15.881748,send,pi,558720,3104,3104,30788,100284,554940,454656,102204,3780,27008,636.105,648
15.904723,wait,pi,559980,3111,3111,30788,100284,554940,454656,102204,5040,25748,636.103,650
15.967885,status,pi,561240,3118,3118,31464,99608,558360,458752,102264,2880,28584,0.000,652
16.045848,send,pi,564480,3136,3136,31464,99608,558360,458752,102264,6120,25344,640.151,655
16.148713,status,pi,567000,3150,3150,31240,99832,562680,462848,102264,4320,26920,0.000,660
16.191712,status,pi,568980,3161,3161,31916,99156,566100,466944,102352,2880,29036,0.000,662
16.226660,send,pi,570240,3168,3168,31916,99156,566100,466944,102352,4140,27776,642.854,663
16.329002,status,pi,573120,3184,3184,30612,100460,571500,471040,102352,1620,28992,0.000,667
16.426310,send,pi,576000,3200,3200,30612,100460,571500,471040,102352,4500,26112,635.018,671
16.468220,status,pi,577260,3207,3207,30928,100144,575280,475136,102352,1980,28948,0.000,673
16.595761,status,pi,581040,3228,3228,30524,100548,579780,479232,102352,1260,29264,0.000,678
16.599688,send,pi,581760,3232,3232,30524,100548,579780,479232,102352,1980,28544,634.477,678
16.732388,status,pi,585540,3253,3253,30660,100412,583740,483328,102352,1800,28860,0.000,684
16.765701,send,pi,587520,3264,3264,30660,100412,583740,483328,102352,3780,26880,635.277,685
16.867811,status,pi,590040,3278,3278,30436,100636,588060,487424,102352,1980,28456,0.000,690
16.956568,status,pi,593100,3295,3295,30752,100320,591840,491520,102352,1260,29492,0.000,694
16.975618,send,pi,593280,3296,3296,30752,100320,591840,491520,102352,1440,29312,635.812,694
17.094753,wait,pi,597600,3320,3320,30752,100320,591840,491520,102352,5760,24992,635.802,700
17.096716,status,pi,597600,3320,3320,32148,98924,594540,495616,102352,3060,29088,0.000,700
17.148423,send,pi,599040,3328,3328,32148,98924,594540,495616,102352,4500,27648,644.177,701
17.227587,status,pi,601380,3341,3341,31924,99148,598860,499712,102352,2520,29404,0.000,705
17.340012,send,pi,604800,3360,3360,31924,99148,598860,499712,102352,5940,25984,642.827,709
17.364744,status,pi,605880,3366,3366,30800,100272,604080,503808,102352,1800,29000,0.000,710
17.496916,status,pi,610380,3391,3391,31476,99596,607500,507904,102352,2880,28596,0.000,716
17.513569,send,pi,610560,3392,3392,31476,99596,607500,507904,102352,3060,28416,640.126,716
17.631678,status,pi,614340,3413,3413,31792,99280,611280,512000,102352,3060,28732,0.000,721
17.685676,send,pi,616320,3424,3424,31792,99280,611280,512000,102352,5040,26752,642.014,723
17.812364,status,pi,620100,3445,3445,31388,99684,615780,516096,102352,4320,27068,0.000,728
17.855996,status,pi,621900,3455,3455,32604,98468,618660,520192,102352,3240,29364,0.000,730
17.864700,send,pi,622080,3456,3456,32604,98468,618660,520192,102352,3420,29184,646.879,730
17.995918,status,pi,625860,3477,3477,30760,100312,624600,524288,102352,1260,29500,0.000,736
18.048561,send,pi,627840,3488,3488,30760,100312,624600,524288,102352,3240,27520,635.808,738
18.127763,status,pi,630360,3502,3502,30356,100716,629100,528384,102352,1260,29096,0.000,742
18.231418,send,pi,633600,3520,3520,30356,100716,629100,528384,102352,4500,25856,633.367,746
18.263971,status,pi,634680,3526,3526,30132,100940,633420,532480,102352,1260,28872,0.000,748
18.302724,wait,pi,636660,3537,3537,30132,100940,633420,532480,102352,3240,26892,632.015,750
18.399814,status,pi,639180,3551,3551,30808,100264,636840,536576,102352,2340,28468,0.000,754
18.412769,send,pi,639360,3552,3552,30808,100264,636840,536576,102352,2520,28288,636.061,754
18.533316,status,pi,643500,3575,3575,31124,99948,640620,540672,102352,2880,28244,0.000,759
18.600144,send,pi,645120,3584,3584,31124,99948,640620,540672,102352,4500,26624,637.944,762
18.623569,status,pi,646380,3591,3591,30900,100172,644940,544768,102352,1440,29460,0.000,763
18.759726,status,pi,650520,3614,3614,31756,99316,648180,548864,102352,2340,29416,0.000,769
18.773998,send,pi,650880,3616,3616,31756,99316,648180,548864,102352,2700,29056,641.723,769
18.899502,status,pi,655020,3639,3639,32252,98820,651780,552960,102352,3240,29012,0.000,775
18.945907,send,pi,656640,3648,3648,32252,98820,651780,552960,102352,4860,27392,644.693,776
19.075543,status,pi,660240,3668,3668,30408,100664,657720,557056,102352,2520,27888,0.000,782
19.125588,send,pi,662400,3680,3680,30408,100664,657720,557056,102352,4680,25728,633.619,784
19.163762,status,pi,663480,3686,3686,30724,100348,661500,561152,102352,1980,28744,0.000,786
19.299742,status,pi,667800,3710,3710,31400,99672,664920,565248,102352,2880,28520,0.000,792
19.303854,send,pi,668160,3712,3712,31400,99672,664920,565248,102352,3240,28160,639.557,792
19.391791,status,pi,670500,3725,3725,31176,99896,669240,569344,102352,1260,29916,0.000,796
19.472510,wait,pi,673560,3742,3742,31176,99896,669240,569344,102352,4320,26856,638.203,800
19.493878,send,pi,673920,3744,3744,31176,99896,669240,569344,102352,4680,26496,638.202,800
19.523675,status,pi,674820,3749,3749,31132,99940,673380,573440,102352,1440,29692,0.000,802
19.659623,status,pi,679320,3774,3774,32528,98544,676080,577536,102352,3240,29288,0.000,807
19.666742,send,pi,679680,3776,3776,32528,98544,676080,577536,102352,3600,28928,646.303,807
19.791710,status,pi,683280,3796,3796,30684,100388,682020,581632,102352,1260,29424,0.000,813
19.847153,send,pi,685440,3808,3808,30684,100388,682020,581632,102352,3420,27264,635.232,815
19.927693,status,pi,687600,3820,3820,32080,98992,684720,585728,102352,2880,29200,0.000,819
20.029871,send,pi,691200,3840,3840,32080,98992,684720,585728,102352,6480,25600,643.599,823
20.063753,status,pi,692280,3846,3846,32756,98316,688140,589824,102352,4140,28616,0.000,825
20.199643,status,pi,696780,3871,3871,30732,100340,694260,593920,102352,2520,28212,0.000,831
20.214803,send,pi,696960,3872,3872,30732,100340,694260,593920,102352,2700,28032,635.509,831
20.335699,status,pi,700560,3892,3892,31948,99124,697140,598016,102352,3420,28528,0.000,836
20.382567,send,pi,702720,3904,3904,31948,99124,697140,598016,102352,5580,26368,642.794,838
20.424434,status,pi,703800,3910,3910,34604,96468,698580,602112,102352,5220,29384,0.000,840
20.563592,status,pi,708300,3935,3935,30960,100112,706320,606208,102352,1980,28980,0.000,846
20.564467,send,pi,708480,3936,3936,30960,100112,706320,606208,102352,2160,28800,636.875,846
20.647161,wait,pi,711540,3953,3953,30960,100112,706320,606208,102352,5220,25740,636.869,850
20.742221,status,pi,713700,3965,3965,30376,100696,711000,610304,102352,2700,27676,0.000,853
20.744541,send,pi,714240,3968,3968,30376,100696,711000,610304,102352,3240,27136,636.862,853
20.828963,status,pi,716580,3981,3981,30512,100560,714960,614400,102352,1620,28892,0.000,857
20.936106,send,pi,720000,4000,4000,30512,100560,714960,614400,102352,5040,25472,634.157,861
20.963666,status,pi,721080,4006,4006,30828,100244,718740,618496,102352,2340,28488,0.000,863
21.055948,status,pi,724320,4024,4024,32584,98488,721080,622592,102352,3240,29344,0.000,867
21.122252,send,pi,725760,4032,4032,32584,98488,721080,622592,102352,4680,27904,646.579,869
21.187623,status,pi,728100,4045,4045,32000,99072,725760,626688,102352,2340,29660,0.000,872
21.299699,send,pi,731520,4064,4064,32000,99072,725760,626688,102352,5760,26240,643.071,876
21.324349,status,pi,732780,4071,4071,31776,99296,730080,630784,102352,2700,29076,0.000,877
21.459977,status,pi,737100,4095,4095,30652,100420,735300,634880,102352,1800,28852,0.000,883
21.475135,send,pi,737280,4096,4096,30652,100420,735300,634880,102352,1980,28672,634.975,883
21.600850,status,pi,741600,4120,4120,30248,100824,739800,638976,102352,1800,28448,0.000,889
21.643120,send,pi,743040,4128,4128,30248,100824,739800,638976,102352,3240,27008,632.535,890
