time_s,event,transport,mode,produced,sent,packets,seq,free,fill,received,read,high,outstanding,effective_free,controller_budget,waits
0.001839,start,mqtt,pi,0,0,0,0,65536,0,0,0,0,0,65536,0.000,0
0.017381,status,mqtt,pi,0,0,0,0,131072,0,0,0,0,0,131072,0.000,0
0.058631,status,mqtt,pi,0,0,0,0,131072,0,0,0,0,0,131072,0.000,0
0.106796,produce,mqtt,pi,4096,0,0,0,131072,0,0,0,0,0,131072,640.000,0
0.107317,produce,mqtt,pi,8192,3960,22,22,131072,0,0,0,0,3960,127112,1033.478,0
0.127766,send,mqtt,pi,8192,5760,32,32,131072,0,0,0,0,5760,125312,1033.531,1
0.168406,produce,mqtt,pi,12288,8100,45,45,131072,0,0,0,0,8100,122972,1033.635,3
0.250513,send,mqtt,pi,12288,11520,64,64,131072,0,0,0,0,11520,119552,1033.845,7
0.250846,produce,mqtt,pi,16384,12240,68,68,131072,0,0,0,0,12240,118832,1033.845,7
0.332857,produce,mqtt,pi,20480,16380,91,91,131072,0,0,0,0,16380,114692,1034.055,11
0.353433,send,mqtt,pi,20480,17280,96,96,131072,0,0,0,0,17280,113792,1034.107,12
0.414409,produce,mqtt,pi,24576,20340,113,113,131072,0,0,0,0,20340,110732,1034.265,15
0.475445,send,mqtt,pi,24576,23040,128,128,131072,0,0,0,0,23040,108032,1034.422,18
0.496489,produce,mqtt,pi,28672,24480,136,136,131072,0,0,0,0,24480,106592,1034.474,19
0.580110,produce,mqtt,pi,32768,28620,159,159,131072,0,0,0,0,28620,102452,1034.684,23
0.580222,send,mqtt,pi,32768,28800,160,160,131072,0,0,0,0,28800,102272,1034.736,23
0.641556,produce,mqtt,pi,36864,32760,182,182,131072,0,0,0,0,32760,98312,1034.894,26
0.682786,send,mqtt,pi,36864,34560,192,192,131072,0,0,0,0,34560,96512,1034.999,28
0.723880,produce,mqtt,pi,40960,36720,204,204,131072,0,0,0,0,36720,94352,1035.103,30
0.785475,send,mqtt,pi,40960,40320,224,224,131072,0,0,0,0,40320,90752,1035.261,33
0.805756,produce,mqtt,pi,45056,40860,227,227,131072,0,0,0,0,40860,90212,1035.313,34
0.888625,produce,mqtt,pi,49152,45000,250,250,131072,0,0,0,0,45000,86072,1035.523,38
0.909072,send,mqtt,pi,49152,46080,256,256,131072,0,0,0,0,46080,84992,1035.575,39
0.971523,produce,mqtt,pi,53248,49140,273,273,131072,0,0,0,0,49140,81932,1035.733,42
1.022682,pace_wait,mqtt,pi,53248,50940,283,283,131072,0,0,0,0,50940,80132,1035.890,50
1.050560,send,mqtt,pi,53248,51840,288,288,131072,0,0,0,0,51840,79232,1035.942,54
1.089890,produce,mqtt,pi,57344,53100,295,295,131072,0,0,0,0,53100,77972,1036.047,61
1.219523,produce,mqtt,pi,61440,57240,318,318,131072,0,0,0,0,57240,73832,1036.362,84
1.230882,send,mqtt,pi,61440,57600,320,320,131072,0,0,0,0,57600,73472,1036.414,86
1.303705,pace_wait,mqtt,pi,61440,59940,333,333,131072,0,0,0,0,59940,71132,1036.624,100
1.348793,produce,mqtt,pi,65536,61380,341,341,131072,0,0,0,0,61380,69692,1036.729,107
1.410540,send,mqtt,pi,65536,63360,352,352,131072,0,0,0,0,63360,67712,1036.886,118
1.478224,produce,mqtt,pi,69632,65520,364,364,131072,0,0,0,0,65520,65552,1037.043,130
1.569405,status,mqtt,pi,69632,68400,380,380,68388,62684,66780,4096,66780,1620,66768,0.000,147
1.584949,pace_wait,mqtt,pi,69632,68940,383,383,68388,62684,66780,4096,66780,2160,66725,661.204,150
1.590658,send,mqtt,pi,69632,69120,384,384,68388,62684,66780,4096,66780,2340,66728,661.204,150
1.601835,produce,mqtt,pi,73728,69480,386,386,68388,62684,66780,4096,66780,2700,66726,661.204,152
1.689240,status,mqtt,pi,73728,72180,401,401,67984,63088,71280,8192,66780,900,67084,0.000,168
1.731197,produce,mqtt,pi,77824,73620,409,409,67984,63088,71280,8192,66780,2340,66987,658.795,175
1.770551,send,mqtt,pi,77824,74880,416,416,67984,63088,71280,8192,66780,3600,66986,658.799,182
1.824196,status,mqtt,pi,77824,76500,425,425,67940,63132,75420,12288,66780,1080,66860,0.000,192
1.860546,produce,mqtt,pi,81920,77760,432,432,67940,63132,75420,12288,66780,2340,66763,658.543,198
1.866198,pace_wait,mqtt,pi,81920,77940,433,433,67940,63132,75420,12288,66780,2520,66764,658.545,200
1.944428,status,mqtt,pi,81920,80280,446,446,68076,62996,79380,16384,66780,900,67176,0.000,213
1.950551,send,mqtt,pi,81920,80640,448,448,68076,62996,79380,16384,66780,1260,67012,659.368,214
1.989923,produce,mqtt,pi,86016,81900,455,455,68076,62996,79380,16384,66780,2520,67012,659.373,221
2.078262,status,mqtt,pi,86016,84600,470,470,68032,63040,83520,20480,66780,1080,66952,0.000,237
2.113660,produce,mqtt,pi,90112,85860,477,477,68032,63040,83520,20480,66780,2340,66825,659.121,243
2.130606,send,mqtt,pi,90112,86400,480,480,68032,63040,83520,20480,66780,2880,66827,659.123,246
2.147434,pace_wait,mqtt,pi,90112,86940,483,483,68032,63040,83520,20480,66780,3420,66825,659.125,250
2.212787,status,mqtt,pi,90112,88920,494,494,67988,63084,87660,24576,66780,1260,66729,0.000,261
2.243290,produce,mqtt,pi,94208,90000,500,500,67988,63084,87660,24576,66780,2340,66625,658.869,266
2.310589,send,mqtt,pi,94208,92160,512,512,67988,63084,87660,24576,66780,4500,66619,658.876,278
2.333893,status,mqtt,pi,94208,92880,516,516,68124,62948,91620,28672,66780,1260,66864,0.000,283
2.372551,produce,mqtt,pi,98304,94140,523,523,68124,62948,91620,28672,66780,2520,66842,659.699,289
2.428942,pace_wait,mqtt,pi,98304,95940,533,533,68124,62948,91620,28672,66780,4320,66846,659.705,300
2.471710,status,mqtt,pi,98304,97200,540,540,68260,62812,95580,32768,66780,1620,66640,0.000,307
2.490540,send,mqtt,pi,98304,97920,544,544,68260,62812,95580,32768,66780,2340,66522,660.527,310
2.501839,produce,mqtt,pi,102400,98280,546,546,68260,62812,95580,32768,66780,2700,66524,660.527,312
2.590517,status,mqtt,pi,102400,100980,561,561,68576,62496,99360,36864,66780,1620,66956,0.000,328
2.625492,produce,mqtt,pi,106496,102240,568,568,68576,62496,99360,36864,66780,2880,66816,662.436,334
2.670522,send,mqtt,pi,106496,103680,576,576,68576,62496,99360,36864,66780,4320,66817,662.444,342
2.710088,pace_wait,mqtt,pi,106496,104940,583,583,68576,62496,99360,36864,66780,5580,66823,662.449,350
2.721818,status,mqtt,pi,106496,105300,585,585,67632,63440,104400,40960,66780,900,66732,0.000,352
2.755080,produce,mqtt,pi,110592,106380,591,591,67632,63440,104400,40960,66780,1980,66717,656.789,357
2.841361,status,mqtt,pi,110592,109080,606,606,68128,62944,108000,45056,66780,1080,67048,0.000,373
2.850464,send,mqtt,pi,110592,109440,608,608,68128,62944,108000,45056,66780,1440,66979,659.773,374
2.884337,produce,mqtt,pi,114688,110520,614,614,68128,62944,108000,45056,66780,2520,66983,659.776,380
2.984234,status,mqtt,pi,114688,113580,631,631,67544,63528,112680,49152,66780,900,66644,0.000,398
2.991203,pace_wait,mqtt,pi,114688,113940,633,633,67544,63528,112680,49152,66780,1260,66508,656.284,400
3.013696,produce,mqtt,pi,118784,114660,637,637,67544,63528,112680,49152,66780,1980,66508,656.285,403
3.030512,send,mqtt,pi,118784,115200,640,640,67544,63528,112680,49152,66780,2520,66506,656.287,406
3.096412,status,mqtt,pi,118784,117180,651,651,68580,62492,115740,53248,66780,1440,67140,0.000,418
3.137590,produce,mqtt,pi,122880,118620,659,659,68580,62492,115740,53248,66780,2880,67018,662.512,425
3.210578,send,mqtt,pi,122880,120960,672,672,68580,62492,115740,53248,66780,5220,67014,662.522,438
3.234706,status,mqtt,pi,122880,121680,676,676,68176,62896,120240,57344,66780,1440,66737,0.000,443
3.266885,produce,mqtt,pi,126976,122760,682,682,68176,62896,120240,57344,66780,2520,66687,660.105,448
3.272501,pace_wait,mqtt,pi,126976,122940,683,683,68176,62896,120240,57344,66780,2700,66687,660.105,450
3.352662,status,mqtt,pi,126976,125460,697,697,68312,62760,124200,61440,66780,1260,67052,0.000,464
3.390477,send,mqtt,pi,126976,126720,704,704,68312,62760,124200,61440,66780,2520,67002,660.934,470
3.396156,produce,mqtt,pi,131072,126900,705,705,68312,62760,124200,61440,66780,2700,67004,660.934,471
3.492560,status,mqtt,pi,131072,129960,722,722,68448,62624,128160,65536,66780,1800,66648,0.000,489
3.525632,produce,mqtt,pi,135168,131040,728,728,68448,62624,128160,65536,66780,2880,66627,661.763,494
3.553911,pace_wait,mqtt,pi,135168,131940,733,733,68448,62624,128160,65536,66780,3780,66631,661.768,500
3.570593,send,mqtt,pi,135168,132480,736,736,68448,62624,128160,65536,66780,4320,66625,661.770,502
3.606594,status,mqtt,pi,135168,133560,742,742,68584,62488,132120,69632,66780,1440,67144,0.000,509
3.649427,produce,mqtt,pi,139264,135000,750,750,68584,62488,132120,69632,66780,2880,67074,662.596,516
3.743798,status,mqtt,pi,139264,137880,766,766,68180,62892,136620,73728,66780,1260,66924,0.000,533
3.750672,send,mqtt,pi,139264,138240,768,768,68180,62892,136620,73728,66780,1620,66784,660.184,534
3.778641,produce,mqtt,pi,143360,139140,773,773,68180,62892,136620,73728,66780,2520,66779,660.186,539
3.834928,pace_wait,mqtt,pi,143360,140940,783,783,68180,62892,136620,73728,66780,4320,66780,660.192,550
3.862434,status,mqtt,pi,143360,141660,787,787,68316,62756,140580,77824,66780,1080,67237,0.000,554
3.908245,produce,mqtt,pi,147456,143280,796,796,68316,62756,140580,77824,66780,2700,67083,661.017,562
3.930682,send,mqtt,pi,147456,144000,800,800,68316,62756,140580,77824,66780,3420,67081,661.019,566
3.996517,status,mqtt,pi,147456,145980,811,811,68452,62620,144540,81920,66780,1440,67012,0.000,578
4.037722,produce,mqtt,pi,151552,147420,819,819,68452,62620,144540,81920,66780,2880,66890,661.846,585
4.110540,send,mqtt,pi,151552,149760,832,832,68452,62620,144540,81920,66780,5220,66880,661.856,598
4.116165,pace_wait,mqtt,pi,151552,149940,833,833,68452,62620,144540,81920,66780,5400,66881,661.856,600
4.132595,status,mqtt,pi,151552,150300,835,835,68048,63024,149040,86016,66780,1260,66788,0.000,602
4.161268,produce,mqtt,pi,155648,151380,841,841,68048,63024,149040,86016,66780,2340,66625,659.436,607
4.251503,status,mqtt,pi,155648,154260,857,857,67824,63248,153360,90112,66780,900,66924,0.000,624
4.290520,send,mqtt,pi,155648,155520,864,864,67824,63248,153360,90112,66780,2160,66912,658.106,630
4.290577,produce,mqtt,pi,159744,155520,864,864,67824,63248,153360,90112,66780,2160,66914,658.106,630
4.388863,status,mqtt,pi,159744,158580,881,881,67960,63112,157320,94208,66780,1260,66700,0.000,648
4.397384,pace_wait,mqtt,pi,159744,158940,883,883,67960,63112,157320,94208,66780,1620,66613,658.115,650
4.419929,produce,mqtt,pi,163840,159660,887,887,67960,63112,157320,94208,66780,2340,66614,658.933,653
4.470525,send,mqtt,pi,163840,161280,896,896,67960,63112,157320,94208,66780,3960,66613,658.939,662
4.505528,status,mqtt,pi,163840,162360,902,902,68096,62976,161280,98304,66780,1080,67016,0.000,669
4.549469,produce,mqtt,pi,167936,163800,910,910,68096,62976,161280,98304,66780,2520,66982,659.763,676
4.642172,status,mqtt,pi,167936,166680,926,926,68412,62660,165060,102400,66780,1620,66792,0.000,693
4.650476,send,mqtt,pi,167936,167040,928,928,68412,62660,165060,102400,66780,1980,66698,661.669,694
4.673109,produce,mqtt,pi,172032,167760,932,932,68412,62660,165060,102400,66780,2700,66702,661.671,698
4.678687,pace_wait,mqtt,pi,172032,167940,933,933,68412,62660,165060,102400,66780,2880,66700,661.671,700
4.761589,status,mqtt,pi,172032,170460,947,947,68008,63064,169560,106496,66780,900,67108,0.000,714
4.802419,produce,mqtt,pi,176128,171900,955,955,68008,63064,169560,106496,66780,2340,66975,659.261,721
4.830560,send,mqtt,pi,176128,172800,960,960,68008,63064,169560,106496,66780,3240,66975,659.265,726
4.899482,status,mqtt,pi,176128,174960,972,972,67964,63108,173700,110592,66780,1260,66704,0.000,739
4.931949,produce,mqtt,pi,180224,176040,978,978,67964,63108,173700,110592,66780,2340,66662,659.010,744
4.960108,pace_wait,mqtt,pi,180224,176940,983,983,67964,63108,173700,110592,66780,3240,66664,659.012,750
5.010481,send,mqtt,pi,180224,178560,992,992,67964,63108,173700,110592,66780,4860,66656,659.018,758
5.020119,status,mqtt,pi,180224,178740,993,993,68460,62612,177300,114688,66780,1440,67020,0.000,760
5.061324,produce,mqtt,pi,184320,180180,1001,1001,68460,62612,177300,114688,66780,2880,66898,661.999,767
5.152974,status,mqtt,pi,184320,183060,1017,1017,68416,62656,181440,118784,66780,1620,66796,0.000,784
5.190549,send,mqtt,pi,184320,184320,1024,1024,68416,62656,181440,118784,66780,2880,66739,661.751,790
5.190630,produce,mqtt,pi,188416,184320,1024,1024,68416,62656,181440,118784,66780,2880,66741,661.751,790
5.241435,pace_wait,mqtt,pi,188416,185940,1033,1033,68416,62656,181440,118784,66780,4500,66747,661.758,800
5.271261,status,mqtt,pi,188416,186840,1038,1038,68012,63060,185940,122880,66780,900,67112,0.000,805
5.314280,produce,mqtt,pi,192512,188280,1046,1046,68012,63060,185940,122880,66780,2340,67049,659.340,812
5.370577,send,mqtt,pi,192512,190080,1056,1056,68012,63060,185940,122880,66780,4140,67050,659.346,822
5.408208,status,mqtt,pi,192512,191160,1062,1062,68328,62744,189720,126976,66780,1440,66888,0.000,829
5.443872,produce,mqtt,pi,196608,192420,1069,1069,68328,62744,189720,126976,66780,2700,66770,661.248,835
5.522579,pace_wait,mqtt,pi,196608,194940,1083,1083,68328,62744,189720,126976,66780,5220,66769,661.260,850
5.526868,status,mqtt,pi,196608,194940,1083,1083,68464,62608,193680,131072,66780,1260,67204,0.000,850
5.550642,send,mqtt,pi,196608,195840,1088,1088,68464,62608,193680,131072,66780,2160,67065,662.078,854
5.573054,produce,mqtt,pi,200704,196560,1092,1092,68464,62608,193680,131072,66780,2880,67063,662.080,858
5.660782,status,mqtt,pi,200704,199260,1107,1107,68420,62652,197820,135168,66780,1440,66980,0.000,874
5.702421,produce,mqtt,pi,204800,200700,1115,1115,68420,62652,197820,135168,66780,2880,66873,661.830,881
5.730695,send,mqtt,pi,204800,201600,1120,1120,68420,62652,197820,135168,66780,3780,66877,661.835,886
5.785415,status,mqtt,pi,204800,203220,1129,1129,68736,62336,201600,139264,66780,1620,67116,0.000,896
5.803663,pace_wait,mqtt,pi,204800,203940,1133,1133,68736,62336,201600,139264,66780,2340,66981,663.740,900
5.826338,produce,mqtt,pi,208896,204660,1137,1137,68736,62336,201600,139264,66780,3060,66986,663.743,903
5.910741,send,mqtt,pi,208896,207360,1152,1152,68736,62336,201600,139264,66780,5760,66987,663.753,918
5.919753,status,mqtt,pi,208896,207540,1153,1153,68332,62740,206100,143360,66780,1440,66893,0.000,920
5.955705,produce,mqtt,pi,212992,208800,1160,1160,68332,62740,206100,143360,66780,2700,66783,661.334,926
6.055990,status,mqtt,pi,212992,211860,1177,1177,68288,62784,210240,147456,66780,1620,66668,0.000,944
6.084981,produce,mqtt,pi,217088,212940,1183,1183,68288,62784,210240,147456,66780,2700,66516,661.083,949
6.085073,pace_wait,mqtt,pi,217088,212940,1183,1183,68288,62784,210240,147456,66780,2700,66519,661.085,950
6.090691,send,mqtt,pi,217088,213120,1184,1184,68288,62784,210240,147456,66780,2880,66519,661.085,950
6.174352,status,mqtt,pi,217088,215640,1198,1198,67884,63188,214740,151552,66780,900,66985,0.000,965
6.214263,produce,mqtt,pi,221184,217080,1206,1206,67884,63188,214740,151552,66780,2340,66822,658.674,972
6.270518,send,mqtt,pi,221184,218880,1216,1216,67884,63188,214740,151552,66780,4140,66822,658.679,982
6.306003,status,mqtt,pi,221184,219960,1222,1222,68020,63052,218700,155648,66780,1260,66760,0.000,989
6.338277,produce,mqtt,pi,225280,221040,1228,1228,68020,63052,218700,155648,66780,2340,66712,659.501,994
6.366198,pace_wait,mqtt,pi,225280,221940,1233,1233,68020,63052,218700,155648,66780,3240,66706,659.505,1000
6.426087,status,mqtt,pi,225280,223740,1243,1243,68336,62736,222480,159744,66780,1260,67076,0.000,1010
6.450616,send,mqtt,pi,225280,224640,1248,1248,68336,62736,222480,159744,66780,2160,66960,661.409,1014
6.467421,produce,mqtt,pi,229376,225180,1251,1251,68336,62736,222480,159744,66780,2700,66958,661.412,1017
6.563852,status,mqtt,pi,229376,228240,1268,1268,68472,62600,226440,163840,66780,1800,66672,0.000,1035
6.596907,produce,mqtt,pi,233472,229320,1274,1274,68472,62600,226440,163840,66780,2880,66649,662.241,1040
6.630790,send,mqtt,pi,233472,230400,1280,1280,68472,62600,226440,163840,66780,3960,66653,662.246,1046
6.647635,pace_wait,mqtt,pi,233472,230940,1283,1283,68472,62600,226440,163840,66780,4500,66652,662.248,1050
6.684006,status,mqtt,pi,233472,232020,1289,1289,68428,62644,230580,167936,66780,1440,66988,0.000,1056
6.726121,produce,mqtt,pi,237568,233460,1297,1297,68428,62644,230580,167936,66780,2880,66896,661.993,1063
6.810555,send,mqtt,pi,237568,236160,1312,1312,68428,62644,230580,167936,66780,5580,66898,662.003,1078
6.815828,status,mqtt,pi,237568,236160,1312,1312,68024,63048,235080,172032,66780,1080,66944,0.000,1079
6.850078,produce,mqtt,pi,241664,237420,1319,1319,68024,63048,235080,172032,66780,2340,66779,659.583,1085
6.928882,pace_wait,mqtt,pi,241664,239940,1333,1333,68024,63048,235080,172032,66780,4860,66781,659.591,1100
6.938013,status,mqtt,pi,241664,240120,1334,1334,67980,63092,239220,176128,66780,900,67081,0.000,1101
6.979389,produce,mqtt,pi,245760,241560,1342,1342,67980,63092,239220,176128,66780,2340,66965,659.331,1108
6.990502,send,mqtt,pi,245760,241920,1344,1344,67980,63092,239220,176128,66780,2700,66961,659.333,1110
7.073476,status,mqtt,pi,245760,244440,1358,1358,68476,62596,242820,180224,66780,1620,66856,0.000,1125
7.108662,produce,mqtt,pi,249856,245700,1365,1365,68476,62596,242820,180224,66780,2880,66722,662.321,1131
7.170513,send,mqtt,pi,249856,247680,1376,1376,68476,62596,242820,180224,66780,4860,66721,662.328,1142
7.193313,status,mqtt,pi,249856,248400,1380,1380,68432,62640,246960,184320,66780,1440,66992,0.000,1147
7.209901,pace_wait,mqtt,pi,249856,248940,1383,1383,68432,62640,246960,184320,66780,1980,66983,662.069,1150
7.238310,produce,mqtt,pi,253952,249840,1388,1388,68432,62640,246960,184320,66780,2880,66991,662.071,1154
7.326063,status,mqtt,pi,253952,252540,1403,1403,67848,63224,251640,188416,66780,900,66948,0.000,1170
7.350522,send,mqtt,pi,253952,253440,1408,1408,67848,63224,251640,188416,66780,1800,66831,658.581,1174
7.361906,produce,mqtt,pi,258048,253800,1410,1410,67848,63224,251640,188416,66780,2160,66835,658.581,1176
7.446521,status,mqtt,pi,258048,256500,1425,1425,68344,62728,255240,192512,66780,1260,67084,0.000,1192
7.491189,produce,mqtt,pi,262144,257940,1433,1433,68344,62728,255240,192512,66780,2700,67074,661.570,1199
7.491267,pace_wait,mqtt,pi,262144,257940,1433,1433,68344,62728,255240,192512,66780,2700,67077,661.570,1200
7.530676,send,mqtt,pi,262144,259200,1440,1440,68344,62728,255240,192512,66780,3960,67077,661.575,1206
7.591964,status,mqtt,pi,262144,261000,1450,1450,68480,62592,259200,196608,66780,1800,66680,0.000,1217
7.620653,produce,mqtt,pi,266240,262080,1456,1456,68480,62592,259200,196608,66780,2880,66518,662.400,1222
7.700937,status,mqtt,pi,266240,264600,1470,1470,68076,62996,263700,200704,66780,900,67176,0.000,1237
7.710534,send,mqtt,pi,266240,264960,1472,1472,68076,62996,263700,200704,66780,1260,67123,659.987,1238
7.749989,produce,mqtt,pi,270336,266220,1479,1479,68076,62996,263700,200704,66780,2520,67125,659.991,1245
7.772437,pace_wait,mqtt,pi,270336,266940,1483,1483,68076,62996,263700,200704,66780,3240,67124,659.993,1250
7.837755,status,mqtt,pi,270336,268920,1494,1494,68032,63040,267840,204800,66780,1080,66953,0.000,1261
7.873699,produce,mqtt,pi,274432,270180,1501,1501,68032,63040,267840,204800,66780,2340,66843,659.740,1267
7.890639,send,mqtt,pi,274432,270720,1504,1504,68032,63040,267840,204800,66780,2880,66845,659.742,1270
7.974731,status,mqtt,pi,274432,273240,1518,1518,67988,63084,271980,208896,66780,1260,66728,0.000,1285
8.003036,produce,mqtt,pi,278528,274320,1524,1524,67988,63084,271980,208896,66780,2340,66554,659.487,1290
8.053880,pace_wait,mqtt,pi,278528,275940,1533,1533,67988,63084,271980,208896,66780,3960,66561,659.493,1300
8.070551,send,mqtt,pi,278528,276480,1536,1536,67988,63084,271980,208896,66780,4500,66554,659.495,1302
8.091306,status,mqtt,pi,278528,277020,1539,1539,68304,62768,275760,212992,66780,1260,67044,0.000,1306
8.132533,produce,mqtt,pi,282624,278460,1547,1547,68304,62768,275760,212992,66780,2700,66923,661.398,1313
8.227232,status,mqtt,pi,282624,281340,1563,1563,67720,63352,280440,217088,66780,900,66820,0.000,1330
8.250550,send,mqtt,pi,282624,282240,1568,1568,67720,63352,280440,217088,66780,1800,66666,657.907,1334
8.261856,produce,mqtt,pi,286720,282600,1570,1570,67720,63352,280440,217088,66780,2160,66668,657.907,1336
8.335269,pace_wait,mqtt,pi,286720,284940,1583,1583,67720,63352,280440,217088,66780,4500,66677,657.914,1350
8.346618,status,mqtt,pi,286720,285300,1585,1585,68036,63036,284220,221184,66780,1080,66957,0.000,1352
8.385601,produce,mqtt,pi,290816,286560,1592,1592,68036,63036,284220,221184,66780,2340,66945,659.813,1358
8.430685,send,mqtt,pi,290816,288000,1600,1600,68036,63036,284220,221184,66780,3780,66947,659.819,1366
8.482369,status,mqtt,pi,290816,289620,1609,1609,68172,62900,288180,225280,66780,1440,66732,0.000,1376
8.514909,produce,mqtt,pi,294912,290700,1615,1615,68172,62900,288180,225280,66780,2520,66694,660.643,1381
8.601580,status,mqtt,pi,294912,293400,1630,1630,68308,62764,292140,229376,66780,1260,67048,0.000,1397
8.610500,send,mqtt,pi,294912,293760,1632,1632,68308,62764,292140,229376,66780,1620,66973,661.470,1398
8.616268,pace_wait,mqtt,pi,294912,293940,1633,1633,68308,62764,292140,229376,66780,1800,66978,661.470,1400
8.644410,produce,mqtt,pi,299008,294840,1638,1638,68308,62764,292140,229376,66780,2700,66978,661.472,1404
8.736624,status,mqtt,pi,299008,297720,1654,1654,67724,63348,296820,233472,66780,900,66824,0.000,1421
8.773688,produce,mqtt,pi,303104,298980,1661,1661,67724,63348,296820,233472,66780,2160,66751,657.983,1427
8.790550,send,mqtt,pi,303104,299520,1664,1664,67724,63348,296820,233472,66780,2700,66750,657.985,1430
8.859676,status,mqtt,pi,303104,301680,1676,1676,68040,63032,300600,237568,66780,1080,66961,0.000,1443
8.897405,produce,mqtt,pi,307200,302940,1683,1683,68040,63032,300600,237568,66780,2340,66908,659.890,1449
8.897456,pace_wait,mqtt,pi,307200,302940,1683,1683,68040,63032,300600,237568,66780,2340,66910,659.890,1450
8.970542,send,mqtt,pi,307200,305280,1696,1696,68040,63032,300600,237568,66780,4680,66909,659.898,1462
8.992945,status,mqtt,pi,307200,305820,1699,1699,68356,62716,304380,241664,66780,1440,66916,0.000,1466
9.026750,produce,mqtt,pi,311296,307080,1706,1706,68356,62716,304380,241664,66780,2700,66738,661.800,1472
9.113830,status,mqtt,pi,311296,309780,1721,1721,68492,62580,308340,245760,66780,1440,67052,0.000,1488
9.150610,send,mqtt,pi,311296,311040,1728,1728,68492,62580,308340,245760,66780,2700,66969,662.630,1494
9.156298,produce,mqtt,pi,315392,311220,1729,1729,68492,62580,308340,245760,66780,2880,66971,662.630,1495
9.178712,pace_wait,mqtt,pi,315392,311940,1733,1733,68492,62580,308340,245760,66780,3600,66969,662.632,1500
9.246793,status,mqtt,pi,315392,314100,1745,1745,68088,62984,312840,249856,66780,1260,66828,0.000,1512
9.285604,produce,mqtt,pi,319488,315360,1752,1752,68088,62984,312840,249856,66780,2520,66811,660.220,1518
9.330505,send,mqtt,pi,319488,316800,1760,1760,68088,62984,312840,249856,66780,3960,66807,660.226,1526
9.367170,status,mqtt,pi,319488,317880,1766,1766,68044,63028,316980,253952,66780,900,67144,0.000,1533
9.409401,produce,mqtt,pi,323584,319320,1774,1774,68044,63028,316980,253952,66780,2340,67055,659.970,1540
9.459969,pace_wait,mqtt,pi,323584,320940,1783,1783,68044,63028,316980,253952,66780,3960,67053,659.974,1550
9.504009,status,mqtt,pi,323584,322200,1790,1790,68360,62712,320760,258048,66780,1440,66920,0.000,1557
9.510729,send,mqtt,pi,323584,322560,1792,1792,68360,62712,320760,258048,66780,1800,66775,661.876,1558
9.538617,produce,mqtt,pi,327680,323460,1797,1797,68360,62712,320760,258048,66780,2700,66767,661.879,1563
9.623505,status,mqtt,pi,327680,326160,1812,1812,68496,62576,324720,262144,66780,1440,67056,0.000,1579
9.668054,produce,mqtt,pi,331776,327600,1820,1820,68496,62576,324720,262144,66780,2880,67042,662.711,1586
9.690651,send,mqtt,pi,331776,328320,1824,1824,68496,62576,324720,262144,66780,3600,67045,662.713,1590
9.741444,pace_wait,mqtt,pi,331776,329940,1833,1833,68496,62576,324720,262144,66780,5220,67050,662.720,1600
9.756417,status,mqtt,pi,331776,330300,1835,1835,67732,63340,329580,266240,66780,720,67012,0.000,1602
9.797408,produce,mqtt,pi,335872,331740,1843,1843,67732,63340,329580,266240,66780,2160,66886,658.140,1609
9.870629,send,mqtt,pi,335872,334080,1856,1856,67732,63340,329580,266240,66780,4500,66889,658.147,1622
9.891829,status,mqtt,pi,335872,334620,1859,1859,67868,63204,333540,270336,66780,1080,66788,0.000,1626
9.921268,produce,mqtt,pi,339968,335700,1865,1865,67868,63204,333540,270336,66780,2160,66650,658.966,1631
10.013097,status,mqtt,pi,339968,338580,1881,1881,68184,62888,337320,274432,66780,1260,66924,0.000,1648
10.022428,pace_wait,mqtt,pi,339968,338940,1883,1883,68184,62888,337320,274432,66780,1620,66862,660.874,1650
10.050596,send,mqtt,pi,339968,339840,1888,1888,68184,62888,337320,274432,66780,2520,66863,660.876,1654
10.050746,produce,mqtt,pi,344064,339840,1888,1888,68184,62888,337320,274432,66780,2520,66868,660.876,1654
10.148516,status,mqtt,pi,344064,342900,1905,1905,68500,62572,341100,278528,66780,1800,66700,0.000,1672
10.180007,produce,mqtt,pi,348160,343980,1911,1911,68500,62572,341100,278528,66780,2880,66628,662.785,1677
10.230595,send,mqtt,pi,348160,345600,1920,1920,68500,62572,341100,278528,66780,4500,66627,662.792,1686
10.266681,status,mqtt,pi,348160,346680,1926,1926,67736,63336,345960,282624,66780,720,67016,0.000,1693
10.303836,pace_wait,mqtt,pi,348160,347940,1933,1933,67736,63336,345960,282624,66780,1980,66945,658.216,1700
10.309363,produce,mqtt,pi,352256,348120,1934,1934,67736,63336,345960,282624,66780,2160,66942,658.216,1700
10.402815,status,mqtt,pi,352256,351000,1950,1950,67872,63200,349920,286720,66780,1080,66792,0.000,1717
10.410480,send,mqtt,pi,352256,351360,1952,1952,67872,63200,349920,286720,66780,1440,66677,659.041,1718
10.433227,produce,mqtt,pi,356352,352080,1956,1956,67872,63200,349920,286720,66780,2160,66685,659.043,1722
10.521118,status,mqtt,pi,356352,354780,1971,1971,68188,62884,353700,290816,66780,1080,67108,0.000,1738
10.562446,produce,mqtt,pi,360448,356220,1979,1979,68188,62884,353700,290816,66780,2520,66991,660.951,1745
10.585076,pace_wait,mqtt,pi,360448,356940,1983,1983,68188,62884,353700,290816,66780,3240,66995,660.955,1750
