time_s,event,transport,mode,produced,sent,packets,seq,free,fill,received,read,high,outstanding,effective_free,controller_budget,waits
0.001893,start,mqtt,watermark,0,0,0,0,65536,0,0,0,0,0,65536,0.000,0
0.019013,status,mqtt,watermark,0,0,0,0,131072,0,0,0,0,0,131072,0.000,0
0.060837,status,mqtt,watermark,0,0,0,0,131072,0,0,0,0,0,131072,0.000,0
0.095314,produce,mqtt,watermark,4096,0,0,0,131072,0,0,0,0,0,131072,0.000,0
0.095822,produce,mqtt,watermark,8192,3960,22,22,131072,0,0,0,0,3960,127112,0.000,0
0.096015,send,mqtt,watermark,8192,5760,32,32,131072,0,0,0,0,5760,125312,0.000,0
0.096209,produce,mqtt,watermark,12288,8100,45,45,131072,0,0,0,0,8100,122972,0.000,0
0.096412,send,mqtt,watermark,12288,11520,64,64,131072,0,0,0,0,11520,119552,0.000,0
0.096474,produce,mqtt,watermark,16384,12240,68,68,131072,0,0,0,0,12240,118832,0.000,0
0.096724,produce,mqtt,watermark,20480,16380,91,91,131072,0,0,0,0,16380,114692,0.000,0
0.096793,send,mqtt,watermark,20480,17280,96,96,131072,0,0,0,0,17280,113792,0.000,0
0.096986,produce,mqtt,watermark,24576,20340,113,113,131072,0,0,0,0,20340,110732,0.000,0
0.097168,send,mqtt,watermark,24576,23040,128,128,131072,0,0,0,0,23040,108032,0.000,0
0.097263,produce,mqtt,watermark,28672,24480,136,136,131072,0,0,0,0,24480,106592,0.000,0
0.097561,produce,mqtt,watermark,32768,28620,159,159,131072,0,0,0,0,28620,102452,0.000,0
0.097594,send,mqtt,watermark,32768,28800,160,160,131072,0,0,0,0,28800,102272,0.000,0
0.097828,produce,mqtt,watermark,36864,32760,182,182,131072,0,0,0,0,32760,98312,0.000,0
0.097964,send,mqtt,watermark,36864,34560,192,192,131072,0,0,0,0,34560,96512,0.000,0
0.098089,produce,mqtt,watermark,40960,36720,204,204,131072,0,0,0,0,36720,94352,0.000,0
0.098304,send,mqtt,watermark,40960,40320,224,224,131072,0,0,0,0,40320,90752,0.000,0
0.098357,produce,mqtt,watermark,45056,40860,227,227,131072,0,0,0,0,40860,90212,0.000,0
0.098603,produce,mqtt,watermark,49152,45000,250,250,131072,0,0,0,0,45000,86072,0.000,0
0.098704,send,mqtt,watermark,49152,46080,256,256,131072,0,0,0,0,46080,84992,0.000,0
0.098900,produce,mqtt,watermark,53248,49140,273,273,131072,0,0,0,0,49140,81932,0.000,0
0.177941,send,mqtt,watermark,53248,51840,288,288,131072,0,0,0,0,51840,79232,0.000,14
0.217296,produce,mqtt,watermark,57344,53100,295,295,131072,0,0,0,0,53100,77972,0.000,21
0.346626,produce,mqtt,watermark,61440,57240,318,318,131072,0,0,0,0,57240,73832,0.000,44
0.358027,send,mqtt,watermark,61440,57600,320,320,131072,0,0,0,0,57600,73472,0.000,46
0.374733,pace_wait,mqtt,watermark,61440,58140,323,323,131072,0,0,0,0,58140,72932,0.000,50
0.475991,produce,mqtt,watermark,65536,61380,341,341,131072,0,0,0,0,61380,69692,0.000,67
0.537950,send,mqtt,watermark,65536,63360,352,352,131072,0,0,0,0,63360,67712,0.000,78
0.605494,produce,mqtt,watermark,69632,65520,364,364,131072,0,0,0,0,65520,65552,0.000,90
0.656056,pace_wait,mqtt,watermark,69632,67140,373,373,131072,0,0,0,0,67140,63932,0.000,100
0.717888,send,mqtt,watermark,69632,69120,384,384,131072,0,0,0,0,69120,61952,0.000,110
0.729106,produce,mqtt,watermark,73728,69480,386,386,131072,0,0,0,0,69480,61592,0.000,112
0.858620,produce,mqtt,watermark,77824,73620,409,409,131072,0,0,0,0,73620,57452,0.000,135
0.897886,send,mqtt,watermark,77824,74880,416,416,131072,0,0,0,0,74880,56192,0.000,142
0.937439,pace_wait,mqtt,watermark,77824,76140,423,423,131072,0,0,0,0,76140,54932,0.000,150
0.988108,produce,mqtt,watermark,81920,77760,432,432,131072,0,0,0,0,77760,53312,0.000,158
1.077886,send,mqtt,watermark,81920,80640,448,448,131072,0,0,0,0,80640,50432,0.000,174
1.117538,produce,mqtt,watermark,86016,81900,455,455,131072,0,0,0,0,81900,49172,0.000,181
1.218523,pace_wait,mqtt,watermark,86016,85140,473,473,131072,0,0,0,0,85140,45932,0.000,200
1.241152,produce,mqtt,watermark,90112,85860,477,477,131072,0,0,0,0,85860,45212,0.000,203
1.257832,send,mqtt,watermark,90112,86400,480,480,131072,0,0,0,0,86400,44672,0.000,206
1.370452,produce,mqtt,watermark,94208,90000,500,500,131072,0,0,0,0,90000,41072,0.000,226
1.432913,status,mqtt,watermark,94208,91980,511,511,67668,63404,67500,4096,66780,24480,43188,0.000,238
1.438022,send,mqtt,watermark,94208,92160,512,512,67668,63404,67500,4096,66780,24660,43171,0.000,238
1.499994,produce,mqtt,watermark,98304,94140,523,523,67668,63404,67500,4096,66780,26640,43174,0.000,249
1.500185,pace_wait,mqtt,watermark,98304,94140,523,523,67668,63404,67500,4096,66780,26640,43181,0.000,250
1.550083,status,mqtt,watermark,98304,95580,531,531,65464,65608,73800,8192,66780,21780,43684,0.000,258
1.618094,send,mqtt,watermark,98304,97920,544,544,65464,65608,73800,8192,66780,24120,43520,0.000,270
1.629280,produce,mqtt,watermark,102400,98280,546,546,65464,65608,73800,8192,66780,24480,43518,0.000,272
1.686379,status,mqtt,watermark,102400,100080,556,556,62360,68712,81000,12288,69736,19080,43280,0.000,283
1.752845,produce,mqtt,watermark,106496,102240,568,568,62360,68712,81000,12288,69736,21240,43247,0.000,294
1.780919,pace_wait,mqtt,watermark,106496,103140,573,573,62360,68712,81000,12288,69736,22140,43245,0.000,300
1.797846,send,mqtt,watermark,106496,103680,576,576,62360,68712,81000,12288,69736,22680,43247,0.000,302
1.811168,status,mqtt,watermark,106496,104040,578,578,61236,69836,86220,16384,70860,17820,43416,0.000,305
1.882410,produce,mqtt,watermark,110592,106380,591,591,61236,69836,86220,16384,70860,20160,43356,0.000,317
1.946046,status,mqtt,watermark,110592,108360,602,602,58312,72760,93240,20480,73784,15120,43192,0.000,329
1.977788,send,mqtt,watermark,110592,109440,608,608,58312,72760,93240,20480,73784,16200,43128,0.000,334
2.011957,produce,mqtt,watermark,114688,110520,614,614,58312,72760,93240,20480,73784,17280,43141,0.000,340
2.062273,pace_wait,mqtt,watermark,114688,112140,623,623,58312,72760,93240,20480,73784,18900,43131,0.000,350
2.084327,status,mqtt,watermark,114688,112680,626,626,55928,75144,99720,24576,76168,12960,42968,0.000,353
2.141002,produce,mqtt,watermark,118784,114660,637,637,55928,75144,99720,24576,76168,14940,42801,0.000,363
2.157974,send,mqtt,watermark,118784,115200,640,640,55928,75144,99720,24576,76168,15480,42805,0.000,366
2.196419,status,mqtt,watermark,118784,116280,646,646,53544,77528,106200,28672,78552,10080,43464,0.000,373
2.264807,produce,mqtt,watermark,122880,118620,659,659,53544,77528,106200,28672,78552,12420,43313,0.000,385
2.332082,status,mqtt,watermark,122880,120600,670,670,50800,80272,113040,32768,81296,7560,43241,0.000,397
2.337938,send,mqtt,watermark,122880,120960,672,672,50800,80272,113040,32768,81296,7920,43068,0.000,398
2.343583,pace_wait,mqtt,watermark,122880,121140,673,673,50800,80272,113040,32768,81296,8100,43069,0.000,400
2.394313,produce,mqtt,watermark,126976,122760,682,682,50800,80272,113040,32768,81296,9720,43072,0.000,408
2.454491,status,mqtt,watermark,126976,124560,692,692,48596,82476,119340,36864,83500,5220,43376,0.000,419
2.518015,send,mqtt,watermark,126976,126720,704,704,48596,82476,119340,36864,83500,7380,43248,0.000,430
2.523684,produce,mqtt,watermark,131072,126900,705,705,48596,82476,119340,36864,83500,7560,43250,0.000,431
2.588914,status,mqtt,watermark,131072,128880,716,716,46212,84860,125820,40960,85884,3060,43152,0.000,443
2.624803,pace_wait,mqtt,watermark,131072,130140,723,723,46212,84860,125820,40960,85884,4320,43040,0.000,450
2.652916,produce,mqtt,watermark,135168,131040,728,728,46212,84860,125820,40960,85884,5220,43040,0.000,454
2.697939,send,mqtt,watermark,135168,132480,736,736,46212,84860,125820,40960,85884,6660,43041,0.000,462
2.706381,status,mqtt,watermark,135168,132660,737,737,45268,85804,130860,45056,87672,1800,43468,0.000,464
2.776606,produce,mqtt,watermark,139264,135000,750,750,45268,85804,130860,45056,87672,4140,43375,0.000,476
2.840839,status,mqtt,watermark,139264,136980,761,761,44324,86748,135900,49152,87772,1080,43244,0.000,488
2.877869,send,mqtt,watermark,139264,138240,768,768,44324,86748,135900,49152,87772,2340,43169,0.000,494
2.906111,produce,mqtt,watermark,143360,139140,773,773,44324,86748,135900,49152,87772,3240,43173,0.000,499
2.906173,pace_wait,mqtt,watermark,143360,139140,773,773,44324,86748,135900,49152,87772,3240,43175,0.000,500
2.961709,status,mqtt,watermark,143360,140760,782,782,45180,85892,139140,53248,87772,1620,43560,0.000,509
3.035447,produce,mqtt,watermark,147456,143280,796,796,45180,85892,139140,53248,87772,4140,43399,0.000,522
3.058061,send,mqtt,watermark,147456,144000,800,800,45180,85892,139140,53248,87772,4860,43403,0.000,526
3.094398,status,mqtt,watermark,147456,145080,806,806,44236,86836,144180,57344,87860,900,43336,0.000,533
3.164799,produce,mqtt,watermark,151552,147420,819,819,44236,86836,144180,57344,87860,3240,43248,0.000,545
3.187218,pace_wait,mqtt,watermark,151552,148140,823,823,44236,86836,144180,57344,87860,3960,43246,0.000,550
3.214763,status,mqtt,watermark,151552,148860,827,827,44552,86520,147960,61440,87860,900,43652,0.000,554
3.237897,send,mqtt,watermark,151552,149760,832,832,44552,86520,147960,61440,87860,1800,43493,0.000,558
3.288579,produce,mqtt,watermark,155648,151380,841,841,44552,86520,147960,61440,87860,3420,43495,0.000,567
3.351347,status,mqtt,watermark,155648,153360,852,852,45048,86024,151560,65536,87892,1800,43248,0.000,579
3.417973,send,mqtt,watermark,155648,155520,864,864,45048,86024,151560,65536,87892,3960,43219,0.000,590
3.418168,produce,mqtt,watermark,159744,155520,864,864,45048,86024,151560,65536,87892,3960,43226,0.000,590
3.468603,pace_wait,mqtt,watermark,159744,157140,873,873,45048,86024,151560,65536,87892,5580,43220,0.000,600
3.469412,status,mqtt,watermark,159744,157140,873,873,45004,86068,155700,69632,87892,1440,43564,0.000,600
3.547269,produce,mqtt,watermark,163840,159660,887,887,45004,86068,155700,69632,87892,3960,43536,0.000,613
3.598035,send,mqtt,watermark,163840,161280,896,896,45004,86068,155700,69632,87892,5580,43540,0.000,622
3.605275,status,mqtt,watermark,163840,161460,897,897,44420,86652,160380,73728,87892,1080,43340,0.000,624
3.676786,produce,mqtt,watermark,167936,163800,910,910,44420,86652,160380,73728,87892,3420,43288,0.000,636
3.725661,status,mqtt,watermark,167936,165240,918,918,44556,86516,164340,77824,87912,900,43656,0.000,645
3.749714,pace_wait,mqtt,watermark,167936,166140,923,923,44556,86516,164340,77824,87912,1800,43527,0.000,650
3.778042,send,mqtt,watermark,167936,167040,928,928,44556,86516,164340,77824,87912,2700,43533,0.000,654
3.800332,produce,mqtt,watermark,172032,167760,932,932,44556,86516,164340,77824,87912,3420,43526,0.000,658
3.861311,status,mqtt,watermark,172032,169560,942,942,44152,86920,168840,81920,87944,720,43432,0.000,669
3.929718,produce,mqtt,watermark,176128,171900,955,955,44152,86920,168840,81920,87944,3060,43281,0.000,681
3.957797,send,mqtt,watermark,176128,172800,960,960,44152,86920,168840,81920,87944,3960,43279,0.000,686
3.996778,status,mqtt,watermark,176128,173880,966,966,44288,86784,172800,86016,87944,1080,43208,0.000,693
4.031151,pace_wait,mqtt,watermark,176128,175140,973,973,44288,86784,172800,86016,87944,2340,43048,0.000,700
4.059161,produce,mqtt,watermark,180224,176040,978,978,44288,86784,172800,86016,87944,3240,43044,0.000,704
4.116438,status,mqtt,watermark,180224,177840,988,988,44244,86828,176940,90112,87944,900,43344,0.000,715
4.137824,send,mqtt,watermark,180224,178560,992,992,44244,86828,176940,90112,87944,1620,43308,0.000,718
4.188594,produce,mqtt,watermark,184320,180180,1001,1001,44244,86828,176940,90112,87944,3240,43313,0.000,727
4.252661,status,mqtt,watermark,184320,182160,1012,1012,44740,86332,180540,94208,87944,1620,43120,0.000,739
4.312285,pace_wait,mqtt,watermark,184320,184140,1023,1023,44740,86332,180540,94208,87944,3600,43048,0.000,750
4.317889,send,mqtt,watermark,184320,184320,1024,1024,44740,86332,180540,94208,87944,3780,43047,0.000,750
4.317968,produce,mqtt,watermark,188416,184320,1024,1024,44740,86332,180540,94208,87944,3780,43050,0.000,750
4.374391,status,mqtt,watermark,188416,186120,1034,1034,44696,86376,184680,98304,87944,1440,43256,0.000,761
4.441651,produce,mqtt,watermark,192512,188280,1046,1046,44696,86376,184680,98304,87944,3600,43248,0.000,772
4.497916,send,mqtt,watermark,192512,190080,1056,1056,44696,86376,184680,98304,87944,5400,43249,0.000,782
4.504952,status,mqtt,watermark,192512,190260,1057,1057,43932,87140,189540,102400,88164,720,43212,0.000,784
4.571241,produce,mqtt,watermark,196608,192420,1069,1069,43932,87140,189540,102400,88164,2880,43173,0.000,795
4.593469,pace_wait,mqtt,watermark,196608,193140,1073,1073,43932,87140,189540,102400,88164,3600,43165,0.000,800
4.628573,status,mqtt,watermark,196608,194220,1079,1079,44248,86824,193320,106496,88164,900,43348,0.000,806
4.677825,send,mqtt,watermark,196608,195840,1088,1088,44248,86824,193320,106496,88164,2520,43304,0.000,814
4.700725,produce,mqtt,watermark,200704,196560,1092,1092,44248,86824,193320,106496,88164,3240,43316,0.000,818
4.759786,status,mqtt,watermark,200704,198360,1102,1102,44744,86328,196920,110592,88164,1440,43304,0.000,829
4.829759,produce,mqtt,watermark,204800,200700,1115,1115,44744,86328,196920,110592,88164,3780,43203,0.000,841
4.858011,send,mqtt,watermark,204800,201600,1120,1120,44744,86328,196920,110592,88164,4680,43207,0.000,846
4.874812,pace_wait,mqtt,watermark,204800,202140,1123,1123,44744,86328,196920,110592,88164,5220,43205,0.000,850
4.881210,status,mqtt,watermark,204800,202320,1124,1124,45240,85832,200520,114688,88164,1800,43440,0.000,851
4.953574,produce,mqtt,watermark,208896,204660,1137,1137,45240,85832,200520,114688,88164,4140,43415,0.000,863
5.016109,status,mqtt,watermark,208896,206640,1148,1148,45016,86056,204840,118784,88164,1800,43216,0.000,875
5.037899,send,mqtt,watermark,208896,207360,1152,1152,45016,86056,204840,118784,88164,2520,43193,0.000,878
5.082906,produce,mqtt,watermark,212992,208800,1160,1160,45016,86056,204840,118784,88164,3960,43194,0.000,886
5.138506,status,mqtt,watermark,212992,210420,1169,1169,44972,86100,208980,122880,88164,1440,43532,0.000,896
5.155977,pace_wait,mqtt,watermark,212992,211140,1173,1173,44972,86100,208980,122880,88164,2160,43372,0.000,900
5.212357,produce,mqtt,watermark,217088,212940,1183,1183,44972,86100,208980,122880,88164,3960,43376,0.000,909
5.217944,send,mqtt,watermark,217088,213120,1184,1184,44972,86100,208980,122880,88164,4140,43375,0.000,910
5.269411,status,mqtt,watermark,217088,214740,1193,1193,44748,86324,213300,126976,88164,1440,43308,0.000,920
5.341796,produce,mqtt,watermark,221184,217080,1206,1206,44748,86324,213300,126976,88164,3780,43284,0.000,932
5.396893,status,mqtt,watermark,221184,218700,1215,1215,44704,86368,217440,131072,88164,1260,43444,0.000,942
5.397803,send,mqtt,watermark,221184,218880,1216,1216,44704,86368,217440,131072,88164,1440,43293,0.000,942
5.437214,pace_wait,mqtt,watermark,221184,220140,1223,1223,44704,86368,217440,131072,88164,2700,43294,0.000,950
5.465343,produce,mqtt,watermark,225280,221040,1228,1228,44704,86368,217440,131072,88164,3600,43294,0.000,954
5.526360,status,mqtt,watermark,225280,222840,1238,1238,44300,86772,221940,135168,88164,900,43401,0.000,965
5.578015,send,mqtt,watermark,225280,224640,1248,1248,44300,86772,221940,135168,88164,2700,43254,0.000,974
5.594721,produce,mqtt,watermark,229376,225180,1251,1251,44300,86772,221940,135168,88164,3240,43249,0.000,977
5.649495,status,mqtt,watermark,229376,226800,1260,1260,45156,85916,225180,139264,88164,1620,43536,0.000,987
5.718571,pace_wait,mqtt,watermark,229376,229140,1273,1273,45156,85916,225180,139264,88164,3960,43406,0.000,1000
5.724520,produce,mqtt,watermark,233472,229320,1274,1274,45156,85916,225180,139264,88164,4140,43417,0.000,1000
5.757969,send,mqtt,watermark,233472,230400,1280,1280,45156,85916,225180,139264,88164,5220,43407,0.000,1006
5.780969,status,mqtt,watermark,233472,231120,1284,1284,44752,86320,229680,143360,88164,1440,43312,0.000,1011
5.853575,produce,mqtt,watermark,237568,233460,1297,1297,44752,86320,229680,143360,88164,3780,43296,0.000,1023
5.915299,status,mqtt,watermark,237568,235260,1307,1307,44708,86364,233820,147456,88164,1440,43268,0.000,1034
5.937931,send,mqtt,watermark,237568,236160,1312,1312,44708,86364,233820,147456,88164,2340,43092,0.000,1038
5.977303,produce,mqtt,watermark,241664,237420,1319,1319,44708,86364,233820,147456,88164,3600,43092,0.000,1045
5.999849,pace_wait,mqtt,watermark,241664,238140,1323,1323,44708,86364,233820,147456,88164,4320,43094,0.000,1050
6.038024,status,mqtt,watermark,241664,239220,1329,1329,44664,86408,237960,151552,88164,1260,43404,0.000,1056
6.106692,produce,mqtt,watermark,245760,241560,1342,1342,44664,86408,237960,151552,88164,3600,43262,0.000,1068
6.117962,send,mqtt,watermark,245760,241920,1344,1344,44664,86408,237960,151552,88164,3960,43263,0.000,1070
6.175703,status,mqtt,watermark,245760,243720,1354,1354,44440,86632,242280,155648,88164,1440,43000,0.000,1081
6.236185,produce,mqtt,watermark,249856,245700,1365,1365,44440,86632,242280,155648,88164,3420,42955,0.000,1091
6.281102,pace_wait,mqtt,watermark,249856,247140,1373,1373,44440,86632,242280,155648,88164,4860,42953,0.000,1100
6.289934,status,mqtt,watermark,249856,247320,1374,1374,44396,86676,246420,159744,88164,900,43496,0.000,1101
6.297821,send,mqtt,watermark,249856,247680,1376,1376,44396,86676,246420,159744,88164,1260,43388,0.000,1102
6.365543,produce,mqtt,watermark,253952,249840,1388,1388,44396,86676,246420,159744,88164,3420,43395,0.000,1114
6.424843,status,mqtt,watermark,253952,251640,1398,1398,44892,86180,250020,163840,88164,1620,43272,0.000,1125
6.477855,send,mqtt,watermark,253952,253440,1408,1408,44892,86180,250020,163840,88164,3420,43169,0.000,1134
6.489191,produce,mqtt,watermark,258048,253800,1410,1410,44892,86180,250020,163840,88164,3780,43172,0.000,1136
6.549735,status,mqtt,watermark,258048,255600,1420,1420,45028,86044,253980,167936,88164,1620,43408,0.000,1147
6.564814,pace_wait,mqtt,watermark,258048,256140,1423,1423,45028,86044,253980,167936,88164,2160,43351,0.000,1150
6.618602,produce,mqtt,watermark,262144,257940,1433,1433,45028,86044,253980,167936,88164,3960,43272,0.000,1159
6.657982,send,mqtt,watermark,262144,259200,1440,1440,45028,86044,253980,167936,88164,5220,43272,0.000,1166
6.680354,status,mqtt,watermark,262144,259740,1443,1443,44624,86448,258480,172032,88164,1260,43364,0.000,1170
6.747955,produce,mqtt,watermark,266240,262080,1456,1456,44624,86448,258480,172032,88164,3600,43187,0.000,1182
6.800009,status,mqtt,watermark,266240,263700,1465,1465,44580,86492,262620,176128,88164,1080,43500,0.000,1192
6.837774,send,mqtt,watermark,266240,264960,1472,1472,44580,86492,262620,176128,88164,2340,43448,0.000,1198
6.843468,pace_wait,mqtt,watermark,266240,265140,1473,1473,44580,86492,262620,176128,88164,2520,43450,0.000,1200
6.877289,produce,mqtt,watermark,270336,266220,1479,1479,44580,86492,262620,176128,88164,3600,43453,0.000,1205
6.934531,status,mqtt,watermark,270336,268020,1489,1489,43996,87076,267300,180224,88164,720,43276,0.000,1216
7.000991,produce,mqtt,watermark,274432,270180,1501,1501,43996,87076,267300,180224,88164,2880,43243,0.000,1227
7.017952,send,mqtt,watermark,274432,270720,1504,1504,43996,87076,267300,180224,88164,3420,43246,0.000,1230
7.054223,status,mqtt,watermark,274432,271800,1510,1510,45032,86040,270360,184320,88164,1440,43592,0.000,1237
7.124976,pace_wait,mqtt,watermark,274432,274140,1523,1523,45032,86040,270360,184320,88164,3780,43517,0.000,1250
7.130792,produce,mqtt,watermark,278528,274320,1524,1524,45032,86040,270360,184320,88164,3960,43523,0.000,1250
7.190486,status,mqtt,watermark,278528,276120,1534,1534,44808,86264,274680,188416,88164,1440,43368,0.000,1261
7.198026,send,mqtt,watermark,278528,276480,1536,1536,44808,86264,274680,188416,88164,1800,43249,0.000,1262
7.259871,produce,mqtt,watermark,282624,278460,1547,1547,44808,86264,274680,188416,88164,3780,43248,0.000,1273
7.312986,status,mqtt,watermark,282624,280080,1556,1556,45124,85948,278460,192512,88164,1620,43504,0.000,1283
7.378010,send,mqtt,watermark,282624,282240,1568,1568,45124,85948,278460,192512,88164,3780,43425,0.000,1294
7.389094,produce,mqtt,watermark,286720,282600,1570,1570,45124,85948,278460,192512,88164,4140,43420,0.000,1296
7.406170,pace_wait,mqtt,watermark,286720,283140,1573,1573,45124,85948,278460,192512,88164,4680,43426,0.000,1300
7.443402,status,mqtt,watermark,286720,284220,1579,1579,44540,86532,283140,196608,88164,1080,43460,0.000,1306
7.512974,produce,mqtt,watermark,290816,286560,1592,1592,44540,86532,283140,196608,88164,3420,43346,0.000,1318
7.557926,send,mqtt,watermark,290816,288000,1600,1600,44540,86532,283140,196608,88164,4860,43345,0.000,1326
7.567212,status,mqtt,watermark,290816,288180,1601,1601,45396,85676,286380,200704,88164,1800,43596,0.000,1328
7.642304,produce,mqtt,watermark,294912,290700,1615,1615,45396,85676,286380,200704,88164,4320,43479,0.000,1341
7.687236,pace_wait,mqtt,watermark,294912,292140,1623,1623,45396,85676,286380,200704,88164,5760,43477,0.000,1350
7.699563,status,mqtt,watermark,294912,292500,1625,1625,44992,86080,290880,204800,88164,1620,43372,0.000,1352
7.737786,send,mqtt,watermark,294912,293760,1632,1632,44992,86080,290880,204800,88164,2880,43335,0.000,1358
7.771579,produce,mqtt,watermark,299008,294840,1638,1638,44992,86080,290880,204800,88164,3960,43337,0.000,1364
7.835686,status,mqtt,watermark,299008,296820,1649,1649,44048,87024,295920,208896,88164,900,43148,0.000,1376
7.900940,produce,mqtt,watermark,303104,298980,1661,1661,44048,87024,295920,208896,88164,3060,43077,0.000,1387
7.917925,send,mqtt,watermark,303104,299520,1664,1664,44048,87024,295920,208896,88164,3600,43080,0.000,1390
7.957764,status,mqtt,watermark,303104,300780,1671,1671,44724,86348,299340,212992,88164,1440,43284,0.000,1398
7.968539,pace_wait,mqtt,watermark,303104,301140,1673,1673,44724,86348,299340,212992,88164,1800,43269,0.000,1400
8.024833,produce,mqtt,watermark,307200,302940,1683,1683,44724,86348,299340,212992,88164,3600,43270,0.000,1409
8.089103,status,mqtt,watermark,307200,304920,1694,1694,44320,86752,303840,217088,88164,1080,43240,0.000,1421
8.097991,send,mqtt,watermark,307200,305280,1696,1696,44320,86752,303840,217088,88164,1440,43164,0.000,1422
8.154199,produce,mqtt,watermark,311296,307080,1706,1706,44320,86752,303840,217088,88164,3240,43163,0.000,1432
8.210979,status,mqtt,watermark,311296,308880,1716,1716,44456,86616,307800,221184,88164,1080,43376,0.000,1443
8.249729,pace_wait,mqtt,watermark,311296,310140,1723,1723,44456,86616,307800,221184,88164,2340,43356,0.000,1450
8.277881,send,mqtt,watermark,311296,311040,1728,1728,44456,86616,307800,221184,88164,3240,43357,0.000,1454
8.283593,produce,mqtt,watermark,315392,311220,1729,1729,44456,86616,307800,221184,88164,3420,43359,0.000,1455
8.343299,status,mqtt,watermark,315392,313020,1739,1739,44592,86480,311760,225280,88164,1260,43332,0.000,1466
8.412906,produce,mqtt,watermark,319488,315360,1752,1752,44592,86480,311760,225280,88164,3600,43220,0.000,1478
8.458077,send,mqtt,watermark,319488,316800,1760,1760,44592,86480,311760,225280,88164,5040,43225,0.000,1486
8.465941,status,mqtt,watermark,319488,316980,1761,1761,44728,86344,315720,229376,88164,1260,43468,0.000,1488
8.531011,pace_wait,mqtt,watermark,319488,319140,1773,1773,44728,86344,315720,229376,88164,3420,43390,0.000,1500
8.536621,produce,mqtt,watermark,323584,319320,1774,1774,44728,86344,315720,229376,88164,3600,43390,0.000,1500
8.599836,status,mqtt,watermark,323584,321300,1785,1785,44144,86928,320400,233472,88164,900,43244,0.000,1512
8.637965,send,mqtt,watermark,323584,322560,1792,1792,44144,86928,320400,233472,88164,2160,43204,0.000,1518
8.666039,produce,mqtt,watermark,327680,323460,1797,1797,44144,86928,320400,233472,88164,3060,43202,0.000,1523
8.722050,status,mqtt,watermark,327680,325080,1806,1806,44460,86612,324180,237568,88164,900,43560,0.000,1533
8.795565,produce,mqtt,watermark,331776,327600,1820,1820,44460,86612,324180,237568,88164,3420,43392,0.000,1546
8.812452,pace_wait,mqtt,watermark,331776,328140,1823,1823,44460,86612,324180,237568,88164,3960,43393,0.000,1550
8.818198,send,mqtt,watermark,331776,328320,1824,1824,44460,86612,324180,237568,88164,4140,43396,0.000,1550
8.853397,status,mqtt,watermark,331776,329400,1830,1830,44776,86296,327960,241664,88164,1440,43336,0.000,1557
8.925086,produce,mqtt,watermark,335872,331740,1843,1843,44776,86296,327960,241664,88164,3780,43290,0.000,1569
8.977487,status,mqtt,watermark,335872,333360,1852,1852,44552,86520,332280,245760,88164,1080,43472,0.000,1579
8.997962,send,mqtt,watermark,335872,334080,1856,1856,44552,86520,332280,245760,88164,1800,43407,0.000,1582
9.048638,produce,mqtt,watermark,339968,335700,1865,1865,44552,86520,332280,245760,88164,3420,43408,0.000,1591
9.093663,pace_wait,mqtt,watermark,339968,337140,1873,1873,44552,86520,332280,245760,88164,4860,43409,0.000,1600
9.110843,status,mqtt,watermark,339968,337680,1876,1876,44328,86744,336600,249856,88164,1080,43248,0.000,1603
9.178032,send,mqtt,watermark,339968,339840,1888,1888,44328,86744,336600,249856,88164,3240,43237,0.000,1614
9.178181,produce,mqtt,watermark,344064,339840,1888,1888,44328,86744,336600,249856,88164,3240,43243,0.000,1614
9.233192,status,mqtt,watermark,344064,341460,1897,1897,45184,85888,339840,253952,88164,1620,43565,0.000,1624
9.307289,produce,mqtt,watermark,348160,343980,1911,1911,45184,85888,339840,253952,88164,4140,43416,0.000,1637
9.357863,send,mqtt,watermark,348160,345600,1920,1920,45184,85888,339840,253952,88164,5760,43415,0.000,1646
9.363682,status,mqtt,watermark,348160,345780,1921,1921,44600,86472,344520,258048,88164,1260,43340,0.000,1648
9.374712,pace_wait,mqtt,watermark,348160,346140,1923,1923,44600,86472,344520,258048,88164,1620,43333,0.000,1650
9.436844,produce,mqtt,watermark,352256,348120,1934,1934,44600,86472,344520,258048,88164,3600,43340,0.000,1660
9.484314,status,mqtt,watermark,352256,349560,1942,1942,44736,86336,348480,262144,88164,1080,43656,0.000,1669
9.537786,send,mqtt,watermark,352256,351360,1952,1952,44736,86336,348480,262144,88164,2880,43567,0.000,1678
9.560430,produce,mqtt,watermark,356352,352080,1956,1956,44736,86336,348480,262144,88164,3600,43572,0.000,1682
9.623575,status,mqtt,watermark,356352,354060,1967,1967,44872,86200,352440,266240,88164,1620,43252,0.000,1694
9.656083,pace_wait,mqtt,watermark,356352,355140,1973,1973,44872,86200,352440,266240,88164,2700,43213,0.000,1700
9.689771,produce,mqtt,watermark,360448,356220,1979,1979,44872,86200,352440,266240,88164,3780,43211,0.000,1705
9.717962,send,mqtt,watermark,360448,357120,1984,1984,44872,86200,352440,266240,88164,4680,43213,0.000,1710
9.754093,status,mqtt,watermark,360448,358200,1990,1990,44468,86604,356940,270336,88164,1260,43208,0.000,1717
9.819330,produce,mqtt,watermark,364544,360360,2002,2002,44468,86604,356940,270336,88164,3420,43135,0.000,1728
9.873390,status,mqtt,watermark,364544,361980,2011,2011,44424,86648,361080,274432,88164,900,43524,0.000,1738
